00810f A:00e0 X:0069 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:0068 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0068 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0068 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0068 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0068 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0068 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:0067 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0067 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0067 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0067 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0067 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0067 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:0066 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0066 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0066 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0066 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0066 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0066 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:0065 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0065 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0065 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0065 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0065 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0065 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:0064 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0064 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0064 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0064 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0064 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0064 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:0063 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0063 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0063 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0063 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0063 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0063 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
